,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
182,Ciara O'Rourke,“Military arrests Adam Schiff.”,Bloggers,"June 23, 2021",pants-fire,FAKE,0
183,Ciara O'Rourke,“Hawaii to no longer recognize out-of-state driver’s licenses.”,Viral image,"June 23, 2021",false,FAKE,0
184,Louis Jacobson,A 9-0 Supreme Court ruling is very rare.,Trey Wingo,"June 23, 2021",false,FAKE,0
185,Samantha Putterman,“World Health Organization wants to BAN all women aged 18-50 from drinking alcohol.”,Bloggers,"June 22, 2021",false,FAKE,0
186,Jon Greenberg,"Says Greta Thunberg said, ""the climate crisis doesn’t exist.""",Instagram posts,"June 22, 2021",pants-fire,FAKE,0
187,Andy Nguyen,“The unvaccinated have escaped every single strain or 'variant’” of SARS-CoV-2.,Facebook posts,"June 22, 2021",false,FAKE,0
188,Sasha Hupka,"Gov. Gavin Newsom has “no power or authority” to extend the state of emergency in California because it expired “automatically” on May 6, 2020.",Facebook posts,"June 22, 2021",false,FAKE,0
189,Aaron Sharockman,"Says President John F. Kennedy said, “There are people in Washington, D.C., in positions of power to whom the border is just a nuisance, and I think some of them believe that illegal immigration is a moral good. It is not.”",Facebook posts,"June 22, 2021",false,FAKE,0
190,Michael Majchrowicz,A heat wave melted turbine blades at a Texas wind farm.,Facebook posts,"June 21, 2021",false,FAKE,0
191,Ciara O'Rourke,Photo shows a semi-truck that crashed with a Chevy pickup that cut in front of it.,Viral image,"June 21, 2021",barely-true,FAKE,0
192,Ciara O'Rourke,AstraZeneca means “weapon that kills.”,Viral image,"June 21, 2021",false,FAKE,0
193,Brandon Mulder,“We see an uncompleted wall that was duly appropriated dollars during the Trump days to build over 700 miles. Only 150 miles were constructed.”,George P. Bush,"June 21, 2021",false,FAKE,0
194,Tom Kertscher,It was “the left” that “finally” made Juneteenth a national holiday.,Diamond and Silk,"June 21, 2021",half-true,FAKE,0
195,Madison Czopek,“Coolmath Games is being taken down cause it was run by the Mexican drug cartel?”,Facebook posts,"June 21, 2021",false,FAKE,0
196,Miriam Valverde,“That meth … it’s almost all coming across the southern border and it’s been accelerating for the last six months.”,Ron DeSantis,"June 21, 2021",half-true,FAKE,0
197,Madeline Heim,"“It’s been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.”",Mandela Barnes,"June 19, 2021",true,REAL,1
198,Laura Schulte,“We have a record 9.3 million job openings in the U.S.”,Glenn Grothman,"June 18, 2021",true,REAL,1
199,Emily Tian,"“Police budgets are at their highest they've ever been, there hasn’t actually been any defunding the police.”",Tweets,"June 18, 2021",barely-true,FAKE,0
200,Tom Kertscher,The 2020 election results in Pennsylvania “show a statistically impossible pattern” and votes were manufactured for Joe Biden.,Bloggers,"June 18, 2021",false,FAKE,0
201,Ciara O'Rourke,"“Austin mass shooter still at large, but media won’t provide description because he’s Black.”",Viral image,"June 18, 2021",false,FAKE,0
202,D.L. Davis,"“Before the pandemic, just over 40,000 were on continuing UI claims. Now, there are well over 100,000 on state or federal UI benefits.”",Mark Born,"June 18, 2021",true,REAL,1
203,Paul Specht,Says North Carolina’s proposed abortion bill would not “govern the conversation between the doctor and patient.”,Dean Arp,"June 17, 2021",barely-true,FAKE,0
204,Tom Kertscher,Says Joe Biden “imports oil from Iran.”,The Gateway Pundit,"June 17, 2021",barely-true,FAKE,0
205,Madison Czopek,“Cuomo opens New York 72 hours before his daughter's wedding.”,Facebook posts,"June 17, 2021",false,FAKE,0
206,Tom Kertscher,Says the Novavax COVID-19 vaccine “dumps millions” of dangerous “spike proteins right into your body.”,Facebook posts,"June 17, 2021",false,FAKE,0
207,Gabrielle Settles,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",Instagram posts,"June 17, 2021",barely-true,FAKE,0
208,Tom Kertscher,Says Joe Biden confused his son and his grandson.,TikTok posts,"June 17, 2021",false,FAKE,0
209,Ciara O'Rourke,The FBI building in Washington is “completely closed. No one’s in there.”,Viral image,"June 17, 2021",false,FAKE,0
210,Warren Fiske,"“Over the last few years, more Virginians are moving away from Virginia than are moving to Virginia from the other 49 states.”",Glenn Youngkin,"June 17, 2021",mostly-true,FAKE,0
211,Tom Kertscher,"The COVID-19 vaccines’ “spike protein is very dangerous, it's cytotoxic.”",YouTube videos,"June 16, 2021",false,FAKE,0
212,Samantha Putterman,Says Anthony Fauci will make millions off new book.,Charlie Kirk,"June 15, 2021",false,FAKE,0
213,Andy Nguyen,"Emails show that Fauci knew ""hydroxychloroquine worked [and] emailed friends about it being effective.""",Facebook posts,"June 15, 2021",false,FAKE,0
214,Tom Kertscher,Says a 2010 Rockefeller Foundation report shows the COVID-19 pandemic and the international response were “meticulously planned at least 10 years ago.”,Facebook posts,"June 15, 2021",false,FAKE,0
215,Laura Schulte,"During the pandemic, “I’ve been in D.C. voting regularly.”",Mark Pocan,"June 15, 2021",half-true,FAKE,0
216,Amy Sherman,"Gov. Ron DeSantis “signed a $1 billion tax increase on the people of our state, on our consumers, yet gave a $500 million tax break to our corporations.""",Nikki Fried,"June 15, 2021",barely-true,FAKE,0
217,Warren Fiske,“I inherited the largest budget deficit in the history of the state from the Republicans.”,Terry McAuliffe,"June 15, 2021",pants-fire,FAKE,0
218,Tom Kertscher,"""Study: hydroxychloroquine can boost COVID-19 survival chances by nearly 200%.""",Facebook posts,"June 14, 2021",barely-true,FAKE,0
219,Samantha Putterman,Says professional soccer player Christian Eriksen received the Pfizer vaccine days before he collapsed during a game.,Instagram posts,"June 14, 2021",false,FAKE,0
220,Kiannah Sepeda-Miller,"Illinois Republican lawmakers “have argued that they want an independent [redistricting] commission, but they didn't do anything about it.”",JB Pritzker,"June 11, 2021",barely-true,FAKE,0
221,Brandon Mulder,"Says Austin should be putting more police on the streets. “Why are we going the other way? (Austin leaders are saying) ‘Oh, let’s reimagine police by getting rid of them.' What do you have? You have a doubling of murder in Austin, Texas.”",Chip Roy,"June 11, 2021",half-true,FAKE,0
222,Natalie Dunlap,"""These 2 Ankeny moms standing next to the Governor are known Qanon and anti-vaxx conspiracy theorists.""",Kedron Bardwell,"June 11, 2021",mostly-true,FAKE,0
223,Tom Kertscher,"""Report: Vaccine related deaths may rival recorded COVID-19 deaths.""",Instagram posts,"June 11, 2021",false,FAKE,0
224,Ciara O'Rourke,Says Baptist pastor Charles Stanley is selling CBD.,Bloggers,"June 10, 2021",false,FAKE,0
225,Ciara O'Rourke,Coca-Cola made cans that say “Try to be less white.”,Viral image,"June 10, 2021",false,FAKE,0
226,Ciara O'Rourke,“Jamaica becomes the first country to make K-pop illegal.”,Viral image,"June 10, 2021",false,FAKE,0
227,Paul Specht,"Says North Carolina moved “from among the worst business rankings in the country, to the top 10.”",Paul Newton,"June 9, 2021",half-true,FAKE,0
228,Bill McCarthy,"The COVID-19 vaccines make people ""magnetized. They can put a key on their forehead, it sticks. They can put spoons and forks all over them, and they can stick.""",Sherri Tenpenny,"June 9, 2021",false,FAKE,0
229,Jon Greenberg,The Biden administration “ignores the negative environmental impact created by lithium mining.”,Chuck Grassley,"June 9, 2021",false,FAKE,0
230,Ciara O'Rourke,"Says Marjorie Taylor Greene said, “People are dying who have never died before.”",Facebook posts,"June 9, 2021",false,FAKE,0
231,Nusaiba Mizan,“Right to Work states have: faster private sector employment growth”,Wisconsin Manufacturers and Commerce,"June 9, 2021",half-true,FAKE,0
232,Michael Majchrowicz,Video shows Israel’s Iron Dome missile defense system engaged in military combat.,Facebook posts,"June 9, 2021",false,FAKE,0
233,Amy Sherman,“Republican state senators” who started an audit of 2020 election results in Maricopa County are “exposing this fraud.”,Donald Trump,"June 9, 2021",false,FAKE,0
234,Ciara O'Rourke,Video shows man trying to “fill entire pickup bed with fuel amidst last month’s fuel shortage.”,Bloggers,"June 9, 2021",false,FAKE,0
235,Ciara O'Rourke,"Says Anthony Bourdain tweeted, “This might be the best bat soup I ever had in my life. Someday everyone’s gonna be talking about Wuhan.”",Viral image,"June 9, 2021",false,FAKE,0
236,Miriam Valverde,"""920 women lose their unborn babies after getting vaccinated.""",Instagram posts,"June 8, 2021",false,FAKE,0
237,Andy Nguyen,Says Listerine mouthwash can be effectively used as a mosquito repellant.,Facebook posts,"June 8, 2021",barely-true,FAKE,0
238,Ciara O'Rourke,"“Tim Tebow says he is wearing #85 to honor his former friend/teammate and fellow TE Aaron Hernandez, who passed away in 2017.”",Viral image,"June 8, 2021",false,FAKE,0
239,Ciara O'Rourke,“Biden gets brutal impeachment.”,Facebook posts,"June 8, 2021",pants-fire,FAKE,0
240,Laura Schulte,Says withdrawing troops from Afghanistan could save the U.S. $50 billion.,Mark Pocan,"June 8, 2021",barely-true,FAKE,0
241,Madison Czopek,"""Airlines are meeting today to discuss the risks of carrying vaxed passengers due to the risk of clots and the liabilities involved.”",Instagram posts,"June 7, 2021",false,FAKE,0
242,John Pullano,It’s not currently “legal for a New York state student to have a glass of fresh whole milk.”,Lorraine Lewandrowski,"June 7, 2021",true,REAL,1
243,Ciara O'Rourke,Photo shows “the plane that brings our dead military home. It is made so that when they shoot their salute for their service it looks like an angel carrying them home.”,Viral image,"June 7, 2021",false,FAKE,0
244,Ciara O'Rourke,Says Bruno Mars is Michael Jackson’s son.,Facebook posts,"June 7, 2021",false,FAKE,0
245,Chris Nichols,"""Sadly during the course of the pandemic one-third of our small businesses have closed.""",Kamala Harris,"June 7, 2021",mostly-true,FAKE,0
246,Ciara O'Rourke,“The Eisenhower interstate system requires that one mile in every five must be straight.”,Viral image,"June 7, 2021",false,FAKE,0
247,Ciara O'Rourke,“Donald Trump gave his big speech today with his pants on backward.”,Viral image,"June 7, 2021",false,FAKE,0
248,Landon Allison,The use and possession of marijuana on U.S. college campuses “remains prohibited under federal law”,Clarence McNeill,"June 7, 2021",mostly-true,FAKE,0
249,Tom Kertscher,Viral immunologist says COVID-19 vaccines’ “spike protein” means people are being inoculated “with a toxin.”,Facebook posts,"June 7, 2021",false,FAKE,0
250,Tom Kertscher,Says Donald Trump signed the Insurrection Act and “still is president.”,Facebook posts,"June 4, 2021",pants-fire,FAKE,0
251,Ciara O'Rourke,"Says James Mattis said, “If you burn the American flag you’ll spend two years in the military. I promise you, you’ll be cured of the desire to burn a flag ever again.”",Viral image,"June 4, 2021",false,FAKE,0
252,Madison Czopek,“There is a place in the U.S. where murder is legal.”,TikTok posts,"June 4, 2021",false,FAKE,0
253,Ciara O'Rourke,Video shows the Jan. 6 Capitol riot was a “completely peaceful protest.”,Bloggers,"June 4, 2021",pants-fire,FAKE,0
254,Brandon Mulder,"""Texans have some of the highest property taxes in the nation”",Don Huffines,"June 4, 2021",mostly-true,FAKE,0
255,Jon Greenberg,Says Florida Agriculture Commissioner Nikki Fried “spent millions of dollars to put her face on every gas pump across this state.”,Ron DeSantis,"June 4, 2021",barely-true,FAKE,0
256,Ciara O'Rourke,“Fauci’s emails leaked.”,Facebook posts,"June 4, 2021",false,FAKE,0
257,Ciara O'Rourke,Photo shows R. Kelly being released from prison in 2021.,Viral image,"June 4, 2021",false,FAKE,0
258,Ciara O'Rourke,“In 38 days Pelosi and Schiff are up for reelection. Nadler up June 23.”,Viral image,"June 4, 2021",false,FAKE,0
259,Ciara O'Rourke,Photo shows Tom Hanks after “wife Rita exposed his condition after he was spotted in a bad state. Tom will spend the remainder of his life in and out of hospitals.”,Viral image,"June 4, 2021",false,FAKE,0
260,D.L. Davis,Says U.S. Rep. Ron Kind has “spent more $ in 100+ days than was spent fighting WWII,Derrick Van Orden,"June 4, 2021",false,FAKE,0
261,Andy Nguyen,Says the Pentagon killed a man who invented a water-powered fuel cell for cars.,Facebook posts,"June 3, 2021",false,FAKE,0
262,Warren Fiske,Terry McAuliffe favors “taking the Pledge of Allegiance and the 4th of July out of the (school) curriculum.”,Glenn Youngkin,"June 3, 2021",false,FAKE,0
263,Samantha Putterman,The New York Times published an old stock photo of a young girl and claimed Israeli forces killed her during its recent war with Hamas.,Facebook posts,"June 3, 2021",mostly-true,FAKE,0
264,Michael Majchrowicz,"""The CDC lowered the PCR threshold while no longer recording asymptomatic cases...but only for the vaccinated.""",Tweets,"June 3, 2021",false,FAKE,0
265,Jon Greenberg,"Emails show ""Fauci's fellow scientist could tell early on that the (coronavirus) looked manufactured.""",Facebook posts,"June 2, 2021",false,FAKE,0
